dataset	n_genomes	method	kmers	bytes	bytes_per_genome
sc2	9850	xz	439328	332016	33.707208121827414
sc2	9900	bz2	440661	8740582	882.8870707070707
sc2	9900	gz	440661	2566031	259.1950505050505
sc2	9900	repair	440661	652800	65.93939393939394
sc2	9900	xz	440661	333360	33.67272727272727
sc2	9950	bz2	441595	8779047	882.3162814070351
sc2	9950	gz	441595	2579087	259.20472361809044
sc2	9950	repair	441595	654848	65.81386934673367
sc2	9950	xz	441595	335064	33.67477386934674
sc2	10000	bz2	442355	8828291	882.8291
sc2	10000	gz	442355	2591712	259.1712
sc2	10000	repair	442355	657920	65.792
sc2	10000	xz	442355	336288	33.6288
sc2	20000	bz2	599238	17578243	878.91215
sc2	20000	gz	599238	5100076	255.0038
sc2	20000	repair	599238	1075200	53.76
sc2	20000	xz	599238	605228	30.2614
sc2	30000	bz2	708054	26325180	877.506
sc2	30000	gz	708054	7593509	253.11696666666666
sc2	30000	repair	708054	1445376	48.1792
sc2	30000	xz	708054	855672	28.5224
sc2	40000	bz2	792344	35052520	876.313
sc2	40000	gz	792344	10070132	251.7533
sc2	40000	repair	792344	1795072	44.8768
sc2	40000	xz	792344	1092552	27.3138
sc2	50000	bz2	859701	43773522	875.47044
sc2	50000	gz	859701	12530737	250.61474
sc2	50000	repair	859701	2115584	42.31168
sc2	50000	xz	859701	1318540	26.3708
sc2	60000	bz2	918345	52482670	874.7111666666667
sc2	60000	gz	918345	14984208	249.7368
sc2	60000	repair	918345	2413056	40.2176
sc2	60000	xz	918345	1538852	25.64753333333333
sc2	70000	bz2	967454	61180989	874.0141285714286
sc2	70000	gz	967454	17432913	249.04161428571427
sc2	70000	repair	967454	2699776	38.56822857142857
sc2	70000	xz	967454	1753780	25.054
sc2	80000	bz2	1014097	69895673	873.6959125
sc2	80000	gz	1014097	19871076	248.38845
sc2	80000	xz	1014097	1963744	24.5468
sc2	90000	bz2	1053362	78583968	873.1552
sc2	90000	gz	1053362	22304553	247.82836666666665
sc2	90000	xz	1053362	2168304	24.092266666666667
sc2	100000	bz2	1092497	87280588	872.80588
sc2	100000	gz	1092497	24733079	247.33079
sc2	100000	xz	1092497	2367988	23.67988
sc2	110000	bz2	1127288	95962902	872.3900181818182
sc2	110000	gz	1127288	27150615	246.82377272727274
sc2	110000	xz	1127288	2564340	23.31218181818182
sc2	120000	bz2	1159013	104650074	872.08395
sc2	120000	gz	1159013	29576087	246.46739166666666
sc2	120000	xz	1159013	2763192	23.0266
sc2	130000	bz2	1188163	113340087	871.8468230769231
sc2	130000	gz	1188163	31993345	246.10265384615386
sc2	130000	xz	1188163	2955112	22.73163076923077
sc2	140000	bz2	1215561	122014958	871.5354142857143
sc2	140000	gz	1215561	34409149	245.77963571428572
sc2	140000	xz	1215561	3144348	22.45962857142857
sc2	150000	bz2	1242242	130699821	871.33214
sc2	150000	gz	1242242	36813880	245.42586666666668
sc2	150000	xz	1242242	3333204	22.22136
sc2	160000	bz2	1267359	139372568	871.07855
sc2	160000	gz	1267359	39220586	245.1286625
sc2	160000	xz	1267359	3519872	21.9992
sc2	170000	bz2	1290922	148052360	870.8962352941177
sc2	170000	gz	1290922	41625135	244.85373529411766
sc2	170000	xz	1290922	3707304	21.807670588235293
sc2	180000	bz2	1313171	156719497	870.6638722222223
sc2	180000	gz	1313171	44022520	244.56955555555555
sc2	180000	xz	1313171	3890688	21.614933333333333
sc2	190000	bz2	1333000	165382853	870.4360684210526
sc2	190000	gz	1333000	46421508	244.3237263157895
sc2	190000	xz	1333000	4070896	21.42576842105263
sc2	200000	bz2	1352453	174062641	870.313205
sc2	200000	gz	1352453	48812640	244.0632
sc2	200000	xz	1352453	4251360	21.2568
sc2	210000	bz2	1372876	182721180	870.1008571428572
sc2	210000	gz	1372876	51203224	243.8248761904762
sc2	210000	xz	1372876	4429932	21.094914285714285
sc2	220000	bz2	1392488	191392770	869.9671363636363
sc2	220000	gz	1392488	53593901	243.60864090909092
sc2	220000	xz	1392488	4605460	20.93390909090909
sc2	230000	bz2	1410383	200052653	869.7941434782608
sc2	230000	gz	1410383	55979798	243.39042608695652
sc2	230000	xz	1410383	4781128	20.78751304347826
sc2	240000	bz2	1428689	208709879	869.6244958333333
sc2	240000	gz	1428689	58365782	243.19075833333332
sc2	240000	xz	1428689	4955876	20.649483333333333
sc2	250000	bz2	1445234	217379083	869.516332
sc2	250000	gz	1445234	60751591	243.006364
sc2	250000	xz	1445234	5130016	20.520064
sc2	260000	bz2	1461378	226035647	869.367873076923
sc2	260000	gz	1461378	63133429	242.82088076923077
sc2	260000	xz	1461378	5301916	20.391984615384615
sc2	270000	bz2	1477281	234700063	869.2594925925926
sc2	270000	gz	1477281	65517166	242.65617037037038
sc2	270000	xz	1477281	5472892	20.26997037037037
sc2	280000	bz2	1493068	243351293	869.1117607142858
sc2	280000	gz	1493068	67892567	242.47345357142856
sc2	280000	xz	1493068	5644528	20.15902857142857
sc2	290000	bz2	1507343	252015249	869.0181
sc2	290000	gz	1507343	70269420	242.3083448275862
sc2	290000	xz	1507343	5813800	20.04758620689655
sc2	300000	bz2	1521095	260661527	868.8717566666667
sc2	300000	gz	1521095	72642431	242.14143666666666
sc2	300000	xz	1521095	5979588	19.93196
sc2	310000	bz2	1534764	269304737	868.7249580645162
sc2	310000	gz	1534764	75012287	241.9751193548387
sc2	310000	xz	1534764	6145180	19.82316129032258
sc2	320000	bz2	1547475	277977414	868.67941875
sc2	320000	gz	1547475	77392791	241.852471875
sc2	320000	xz	1547475	6314380	19.7324375
sc2	330000	bz2	1563149	286623629	868.5564515151515
sc2	330000	gz	1563149	79771439	241.73163333333332
sc2	330000	xz	1563149	6483080	19.64569696969697
sc2	340000	bz2	1578289	295281090	868.473794117647
sc2	340000	gz	1578289	82143323	241.5980088235294
sc2	340000	xz	1578289	6651596	19.563517647058823
sc2	350000	bz2	1591396	303933468	868.3813371428571
sc2	350000	gz	1591396	84513625	241.4675
sc2	350000	xz	1591396	6817224	19.477782857142856
sc2	360000	bz2	1604462	312583888	868.2885777777777
sc2	360000	gz	1604462	86882185	241.33940277777776
sc2	360000	xz	1604462	6981140	19.392055555555554
sc2	370000	bz2	1617583	321230114	868.1894972972973
sc2	370000	gz	1617583	89253040	241.22443243243242
sc2	370000	xz	1617583	7148016	19.318962162162162
sc2	380000	bz2	1629560	329880562	868.1067421052632
sc2	380000	gz	1629560	91629981	241.13152894736842
sc2	380000	xz	1629560	7315512	19.25134736842105
sc2	390000	bz2	1640527	338542961	868.0588743589743
sc2	390000	gz	1640527	94001188	241.02868717948718
sc2	390000	xz	1640527	7480024	19.17954871794872
sc2	400000	bz2	1652502	347181684	867.95421
sc2	400000	gz	1652502	96374639	240.9365975
sc2	400000	xz	1652502	7644036	19.11009
sc2	410000	bz2	1663476	355844787	867.9141146341464
sc2	410000	gz	1663476	98743649	240.83816829268292
sc2	410000	xz	1663476	7807436	19.042526829268294
sc2	420000	bz2	1675367	364488581	867.8299547619048
sc2	420000	gz	1675367	101111166	240.74087142857144
sc2	420000	xz	1675367	7970900	18.97833333333333
sc2	430000	bz2	1686842	373125809	867.7344395348837
sc2	430000	gz	1686842	103476691	240.64346744186045
sc2	430000	xz	1686842	8134008	18.916297674418605
sc2	440000	bz2	1697955	381782152	867.6867090909091
sc2	440000	gz	1697955	105842028	240.55006363636363
sc2	440000	xz	1697955	8297840	18.858727272727272
sc2	450000	bz2	1708223	390423013	867.6066955555556
sc2	450000	gz	1708223	108203461	240.45213555555554
sc2	450000	xz	1708223	8455448	18.789884444444443
sc2	460000	bz2	1718373	399067435	867.537902173913
sc2	460000	gz	1718373	110563607	240.35566739130434
sc2	460000	xz	1718373	8614996	18.728252173913045
sc2	470000	bz2	1728442	407712742	867.4739191489361
sc2	470000	gz	1728442	112924162	240.26417446808512
sc2	470000	xz	1728442	8775404	18.671072340425532
sc2	480000	bz2	1739104	416348799	867.39333125
sc2	480000	gz	1739104	115289506	240.18647083333335
sc2	480000	xz	1739104	8937252	18.619275
sc2	490000	bz2	1750286	424999822	867.346575510204
sc2	490000	gz	1750286	117647126	240.0961755102041
sc2	490000	xz	1750286	9097600	18.566530612244897
sc2	500000	bz2	1759613	433641439	867.282878
sc2	500000	gz	1759613	120009658	240.019316
sc2	500000	xz	1759613	9258368	18.516736
sc2	510000	bz2	1769983	442289147	867.2336215686274
sc2	510000	gz	1769983	122370338	239.9418392156863
sc2	510000	xz	1769983	9416800	18.464313725490197
sc2	520000	bz2	1779943	450928963	867.1710826923077
sc2	520000	gz	1779943	124729880	239.86515384615385
sc2	520000	xz	1779943	9576276	18.415915384615385
sc2	530000	bz2	1790188	459571827	867.1166547169811
sc2	530000	gz	1790188	127096960	239.80558490566037
sc2	530000	xz	1790188	9735764	18.369366037735848
sc2	540000	bz2	1800675	468222581	867.0788537037037
sc2	540000	gz	1800675	129462580	239.7455185185185
sc2	540000	xz	1800675	9895540	18.325074074074074
sc2	550000	bz2	1811275	476844300	866.9896363636364
sc2	550000	gz	1811275	131819363	239.6715690909091
sc2	550000	xz	1811275	10053100	18.278363636363636
sc2	560000	bz2	1820434	485493625	866.9529017857143
sc2	560000	gz	1820434	134172440	239.59364285714287
sc2	560000	xz	1820434	10206904	18.226614285714287
sc2	570000	bz2	1830550	494129678	866.8941719298246
sc2	570000	gz	1830550	136528939	239.5244543859649
sc2	570000	xz	1830550	10362576	18.17995789473684
sc2	580000	bz2	1839979	502775519	866.8543431034483
sc2	580000	gz	1839979	138881500	239.4508620689655
sc2	580000	xz	1839979	10517624	18.13383448275862
sc2	590000	bz2	1848544	511406655	866.7909406779661
sc2	590000	gz	1848544	141232837	239.37768983050847
sc2	590000	xz	1848544	10670740	18.086
